,NADH_t1,NADH_t2,NADH_a1,FAD_t1,FAD_t2,FAD_a1,Norm_RR,NADH_tm,FAD_tm,Cell_Size_Pix,Donor,Activation,Cell_Type,Type_Activation,Donor_Activation,Donor_CellType
21,244.1543747,2065.545419,82.30220206,80.25823841,2204.884404,90.31892382,0.980862911,564.6877669,286.192371,187,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
22,269.9837017,2106.146873,78.66391716,65.97905417,2107.614469,90.68736842,1.034537827,660.2976561,257.1506816,198,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
23,269.8071639,2102.648743,77.87671693,71.73938338,2155.700394,89.98766677,0.938619653,668.8392232,279.6827774,57,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
24,275.6191329,2159.461618,78.38976074,107.2813044,1693.75292,88.40289148,1.085802005,680.9839219,290.6447372,212,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
25,261.2802002,2074.89686,76.74112643,96.75604573,2029.133569,86.33024001,1.003948427,681.5755763,357.362394,156,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
26,271.1386793,2148.380545,78.39229297,75.97101348,2013.259768,89.15349171,0.899684369,674.8547436,283.5430692,201,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
27,260.2080863,2014.495569,78.22885317,229.5939941,2182.080078,79.11519623,1.101320168,640.6665532,637.3668213,162,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
28,265.7279993,2028.916253,78.71439518,64.12983652,2041.701821,90.54923595,1.080932875,642.4204077,252.1814409,180,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
29,240.8675264,2017.04763,82.55965564,67.89165633,1966.637137,91.34420613,1.003412885,545.9782996,232.0013101,136,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
30,273.5034545,2035.333038,79.72390377,95.51499346,2097.148434,87.0461276,1.050090633,630.6638482,353.2743621,170,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
31,257.4071761,2044.91359,78.78240518,80.28101582,2061.390381,87.85027076,0.995189459,636.758438,311.6427495,206,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
32,255.5484146,1988.201955,81.43685982,71.4290658,2206.794238,90.4753687,1.021636501,576.4482351,274.9275256,172,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
33,217.9416514,2077.791776,76.7233009,63.22971611,2040.282004,91.62530807,1.034352655,648.888472,228.2479773,186,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
34,244.1725702,1993.742054,79.95100398,87.58203694,2025.474901,91.11675934,1.035036769,592.7709292,263.2756373,203,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
35,249.55877,2075.838347,81.02596649,103.628183,2077.65237,86.93526118,0.99153103,596.2745414,359.8755483,217,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
36,271.6304316,2032.469017,78.43720293,143.9179282,1919.710013,88.58785766,1.060302536,649.1136167,348.0322429,213,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
37,254.6024206,2049.56914,79.92312171,67.78415592,2122.392114,90.12364522,1.039964488,612.649505,269.3520573,178,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
38,240.0040191,1987.632099,80.14681276,109.6067243,1967.675655,86.0009558,0.946637972,586.2587144,368.297261,184,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
39,260.0592751,2110.710861,79.0104871,71.37095891,2171.249132,90.70698713,1.007207241,647.4587084,267.994607,173,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
40,212.8170546,1962.079468,81.98384094,60.40077623,2176.577592,92.24100169,0.935741909,524.3783291,224.5584303,125,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
41,247.5355457,2013.746118,80.08245213,97.3965705,2023.956773,88.30211431,1.009142645,598.9864245,320.5303966,213,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
42,248.5131913,2145.848499,78.97665259,109.0591566,1921.689541,87.10093724,1.041896755,643.449837,352.3593508,225,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
43,240.967755,2024.352878,78.19611352,86.20344117,2092.011574,88.34812434,0.973218584,629.7105867,321.7506667,207,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
44,244.9731004,2128.907052,76.87202669,75.98293793,2151.574063,89.96487436,0.933197058,682.0620258,282.4711488,213,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
45,257.6462592,2024.977905,79.67963689,96.03143374,2020.345721,85.35620776,0.994244097,617.0825283,374.6604114,190,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
46,243.0037434,2054.631864,78.95783864,105.7494453,1806.591135,87.5100592,0.958482271,618.5639776,314.5223185,166,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
47,161.6585007,1852.696696,89.31236521,58.15463384,1839.493368,94.06743368,0.827750481,344.8320618,164.2524668,41,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
48,241.5580684,2054.55265,82.26169268,79.48352608,2050.933333,89.72470638,0.888568891,561.5702237,280.7285824,231,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
49,235.0849701,1960.631111,81.86880004,71.2506414,1482.248283,95.4129031,1.046113,550.7373512,140.8834576,237,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
50,230.4349919,2106.297458,81.10294094,69.50735564,1797.263815,91.39915235,0.980973615,581.0275965,216.9726301,205,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
51,250.5461788,2026.203338,76.8059397,100.2302301,1805.656252,86.33695551,0.945479969,665.4312071,328.7122466,160,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
52,265.40234,2157.389174,78.50285147,123.6031187,1942.502099,85.40752251,1.098427549,673.1975548,383.7780385,181,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
53,260.9180085,2091.928925,80.14800405,73.92212648,2132.011664,89.23464012,1.03183744,622.0896077,294.0002625,188,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
54,270.5788681,2007.995411,80.09595446,116.5169002,2195.977491,84.41295153,1.052960101,616.5002371,436.079085,190,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
55,216.1519753,2005.800435,82.71249318,90.23763621,1645.219072,86.86501673,0.888358131,528.7182848,283.7044445,198,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
56,257.867869,2043.603769,83.08176192,75.80006313,1723.999969,93.92646217,1.062965128,556.0694327,174.9478607,177,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
57,269.9079684,2087.165866,79.61916692,107.9360483,1999.31347,84.31876153,1.069685059,639.8516261,395.9734427,201,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
58,256.6877951,2059.331779,80.46792153,81.07563252,1846.259877,91.21045151,1.002776708,607.4900222,234.774226,173,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
59,244.531459,2070.482975,78.59071957,122.094294,2102.691988,85.94327075,1.030965477,635.1703158,398.1310301,169,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
60,266.3467171,2189.618601,80.02658076,139.0998459,2123.923077,86.1631769,1.084766708,649.2735159,414.2596459,224,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
61,266.3009213,2084.771702,80.50297913,119.5082104,1739.436915,90.10702828,1.070849856,619.1358908,280.6033122,166,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
62,250.1987229,2036.583711,78.25282494,101.2117467,1820.196187,86.98436953,0.992583026,636.8071185,327.7982095,220,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
63,259.50219,1854.279021,82.38468751,112.0819167,2004.030699,86.16274817,1.014712196,541.8588749,372.5013865,211,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
64,243.3966732,2016.382787,78.11688061,77.14770388,2020.113838,89.12722726,1.056744909,630.1083592,288.7041517,190,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
65,251.9451349,2086.484916,79.40611928,130.9091085,1610.293246,87.03395081,1.056527219,627.5098667,321.0029107,109,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
66,254.4731438,2003.409558,78.38842674,90.18674808,2090.535938,87.24940067,1.04995915,632.09962,344.4203406,116,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
67,216.4971902,1946.996216,83.28319077,58.60513396,2099.12954,91.97096688,0.832012389,503.19921,222.5939476,44,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
68,263.5615073,2026.569042,80.18139975,116.0538083,1774.122495,78.97451051,1.045876523,611.7555387,443.4891634,201,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
69,180.5849133,1536.104713,75.00532055,69.53501561,1882.677093,92.94623965,0.974587249,426.3442918,210.7932565,236,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
70,258.7025137,2225.83521,80.83612127,88.21013077,2116.751729,90.30427745,1.015930796,634.5435719,282.9685972,204,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
71,256.8260582,2087.98236,79.20898095,89.19411009,2059.600757,87.5250344,1.019354203,636.6993036,336.9625387,205,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
72,251.9897675,1968.776079,80.26026862,72.03970236,2015.877932,90.11921359,1.037136699,590.4546133,263.8599922,211,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
73,250.1636809,2147.779656,78.73543202,108.3668419,1487.81867,90.98875442,1.057403073,653.4582693,228.1631876,174,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
74,149.5095143,1841.710992,84.98359017,55.51906102,1563.297308,95.29856449,0.941705992,409.0589182,93.3062292,107,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
75,289.5778023,2244.458478,82.46129608,80.97360638,1955.074297,90.67321396,0.994551244,629.718634,254.8098112,82,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
76,259.020377,2081.565609,78.87703105,119.263364,2410.374965,89.5399644,1.079774281,640.4649568,360.2305777,167,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
77,153.5804967,1380.913535,68.00413317,42.39567087,929.6375551,62.19206675,0.893749968,334.9694346,68.40366227,405,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
78,176.7534943,2313.459961,81.45540237,56.81509972,2311.915039,92.4306488,0.895413487,574.0635376,227.0208282,51,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
79,267.4759991,2157.602958,78.85234637,114.5137362,2131.918671,85.14068099,1.018158961,666.449737,411.7332414,185,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
80,266.9949022,1956.04155,80.72625881,100.4019627,2126.930803,85.71402163,1.077413471,593.8237704,390.0333462,171,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
81,145.0778179,1263.444182,73.09557051,53.70655032,1398.346618,77.98862347,0.830314079,327.4643323,154.795346,261,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
82,217.6293228,1872.693217,81.08364881,58.04306221,1397.137512,97.92054939,1.086221925,528.1277334,85.44591999,141,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
83,263.5535843,2004.385225,78.5890628,98.36255337,2072.585322,89.40950128,1.023809603,635.7304044,305.154162,194,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
84,264.5675798,2118.040907,80.52441123,80.9795143,2055.987623,89.58879171,1.02352852,626.1866117,284.5248417,197,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
85,270.3971713,2066.983627,76.84899575,78.44927848,2034.987718,88.81967087,1.028831678,684.2896422,298.9437678,222,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
86,270.0617166,2037.946035,78.9753672,119.546524,2348.613708,87.794137,1.074326233,640.2234175,391.6121559,182,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
87,242.2972622,1990.551572,79.68349172,92.96253296,1953.061526,86.09503781,0.998951395,597.9892266,341.4791638,196,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
88,202.891848,1913.532213,83.95019722,89.88373026,1857.861022,87.27488741,0.916568906,485.9650001,304.2630138,211,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
89,269.6317769,1987.90694,80.46579763,72.45245103,2013.278186,89.83688327,1.035683174,605.7422575,267.1238179,295,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
90,257.0774038,1938.964463,80.09855433,80.60570306,1982.860926,91.30311702,1.070467854,592.226569,246.6848094,150,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
91,252.0806428,2110.800711,77.64181621,113.4275801,1929.210796,86.92336792,1.076929862,664.236433,341.3517731,202,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
92,258.8446401,2072.801048,78.41665867,91.91017641,2074.090281,88.31636856,1.054604913,647.2489294,323.5123751,215,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
93,247.8708716,2079.194817,79.05169365,98.67566757,1995.321495,85.45682191,1.01214216,632.4788462,364.1882881,313,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
94,268.3611473,2181.953603,78.5159573,134.2121534,1831.141563,82.59253478,1.072801217,679.5646975,423.4912539,182,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
95,267.4865478,2225.512705,74.9687687,95.50875881,2009.269619,86.84009878,1.009911888,763.6037642,340.7694281,253,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
96,269.3651774,2097.253328,78.54824344,89.89153072,1869.246733,89.23110915,0.985519397,659.3909075,279.1353074,195,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
97,248.8441868,2052.337351,80.36855174,93.47412733,1975.039997,85.24592731,1.001962291,602.1961058,359.8557358,231,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
98,254.0238089,2033.484859,79.5263526,63.10903195,2108.552835,92.01381057,1.075871491,617.6023061,224.2543324,212,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
99,268.5916915,2059.404671,79.78263235,84.92070047,2180.905447,89.78384386,1.060325831,628.0937808,297.9760908,170,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
100,266.9948162,2058.581402,79.95701043,102.0036693,1942.711584,90.86661712,1.039973479,624.1428394,259.610204,371,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
101,239.6994694,1984.491562,82.58289886,75.75913401,1714.510508,89.23962099,0.985082619,542.6569366,240.7376775,180,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
102,271.2349146,2147.209866,76.65119678,90.01229779,1973.417389,85.38051413,0.989204077,708.7227975,356.00399,202,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
103,289.1970003,2158.688766,79.9742606,76.75154986,2123.112854,90.15431486,1.022631525,660.7978653,278.8756681,94,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
104,262.9206246,1953.426381,81.2357076,71.13402146,2141.102071,90.02509827,0.99988341,578.839923,276.716332,233,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
105,243.0139893,1980.037913,79.05997825,74.49941602,1846.886925,85.82329071,0.980189856,606.6750873,297.7076107,166,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
106,235.5966574,2008.12844,79.32471548,91.92674105,1963.679014,87.37868468,1.00861168,600.8861691,322.9606102,171,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
107,260.945199,2104.738858,78.20451763,141.8043418,1849.753961,81.86652876,1.040397967,660.1035261,448.2053407,194,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
108,251.110673,2018.827724,81.19389579,103.3810419,2158.227879,88.14897102,1.007809557,582.7200836,348.4817565,178,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
109,247.1320087,2070.236101,79.48598102,93.78591039,2110.968991,87.04086656,1.070616458,621.6444243,357.8432081,183,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
110,238.2897525,2055.803224,79.16043111,83.04070102,1247.965515,89.8352522,1.012516183,613.8515786,200.4773443,274,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
111,189.4209741,2001.674589,79.65616433,89.65149851,2065.35872,88.49987923,0.891305775,559.5892245,312.6216583,97,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
112,226.8185231,2010.513703,78.44536777,68.1011467,2175.180851,91.2216831,1.019288587,611.7792916,253.3727524,194,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
113,252.3683796,2110.995684,81.49220846,67.38452536,2044.947934,92.23731898,1.041369713,595.6225416,221.3956501,181,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
114,258.4960233,2096.305061,80.49795181,54.54872912,2110.274172,91.49855832,1.030722352,611.1123335,228.1831795,170,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
115,246.0326581,2095.365832,79.19175544,100.7562175,2087.306744,87.67991942,0.984929948,629.0217107,343.6635926,187,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
116,247.4508006,1980.538391,77.17263137,133.8140511,1909.49962,82.195223,1.066845315,643.6192805,435.2859256,184,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
117,258.5134427,2088.990091,77.99351954,94.98952619,2188.037578,88.85627759,1.028387074,660.9841076,326.0861757,177,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
118,264.0714583,2153.004673,81.31714434,93.02707757,1432.472209,90.17109934,1.081640592,615.9259812,217.7144725,186,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
119,251.1555509,2006.934406,80.41204477,87.45102661,2134.747937,89.60418903,1.019323135,594.3956915,298.6602222,181,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
120,236.3007912,1983.254395,77.55096274,71.09681632,2118.89575,92.21693671,0.883265252,625.9398556,229.7195042,218,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
121,261.3303391,2120.026272,79.17426854,88.49724778,1884.220095,87.06844506,1.017845765,649.1251268,303.5661102,199,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
122,246.5093204,2155.151801,81.59728195,82.64976355,2085.33101,90.76180191,1.005185829,595.1751807,269.1995176,195,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
123,226.4149142,1984.075095,81.01323119,77.08375813,1726.346492,89.23242038,0.942934687,558.3110835,248.0436361,225,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
124,268.5752387,2082.262116,80.45293469,100.4112951,2187.90316,87.23640984,1.026607516,621.9007666,366.0379582,180,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
125,253.7901994,2046.107334,79.23730604,57.21866544,1898.44557,90.80454508,1.061117952,621.7255398,222.5262867,186,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
126,246.6637943,2026.819017,78.93220276,98.19957513,1426.314851,88.63289795,1.038939255,620.1661345,249.8345591,262,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
127,262.7320914,2148.352705,75.55177473,88.90157388,2188.56957,87.61475695,1.016755552,721.5985249,349.9210803,219,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
128,247.3175912,2076.812808,79.73091716,84.51441622,1927.608638,88.31638507,1.031110109,617.7119711,292.4627595,220,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
129,266.3173276,2093.587291,78.90228138,69.12450996,2083.527365,90.798379,1.001631382,650.4952191,254.3533823,174,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
130,247.0304942,2057.816994,80.61921148,89.33886251,1992.987439,87.88531014,1.027957364,595.4006023,311.793421,356,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
131,148.3723544,1236.142639,67.84985157,55.90015322,1310.242497,72.51404481,0.783468087,291.4258645,133.5738459,319,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
132,245.1956321,1949.196704,81.33311981,103.7038106,2160.921059,89.77336835,1.028852829,563.8839762,312.1563058,190,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
133,260.9609924,2074.246339,80.09480871,70.32289086,2069.014459,90.95884124,0.97448142,618.9660894,250.7720771,218,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
134,251.1632217,2075.716457,80.56365021,141.720658,2239.362086,87.24565792,1.036538658,600.1808189,409.4706179,230,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
135,263.6771161,2019.652211,78.65321651,80.30657062,2084.703524,90.34209131,1.060067222,638.4944766,274.3993902,166,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
136,242.8836368,2058.14753,78.52584504,82.92965602,2069.731855,88.76935442,0.994646346,631.8144107,301.662857,289,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
137,172.0298872,2114.003151,86.89039946,65.61945343,2088.433875,91.31819153,0.849528514,427.0343895,240.5735192,44,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
138,247.5652393,1834.377877,81.99388062,95.34065755,2057.680472,88.00931949,0.989397972,531.6334118,331.2325387,196,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
139,257.8719356,2070.339611,82.27679968,70.13348625,2193.964486,90.81203119,1.021242224,576.6770693,265.5249192,174,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
140,251.1886436,1989.147315,81.20433412,62.05114985,1990.665491,92.15550499,0.993556317,577.0741277,212.3356537,113,G,CD69-,T-cells,T-cells: CD69-,T-cells G: CD69-,G: T-cells
